"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"MS","F",16,"U","GT3","T",1,2,"other","services","course","mother",7.40313399629667,9.94676289265044,1,"no","yes","no","no","yes","yes","no","no",1,3,2,1,2,4,3,9,8,8
"MS","F",15,"U","GT3","T",2,1,"at_home","other","home","mother",7.85810115514323,3.92820062185638,0,"yes","yes","no","no","no","yes","yes","no",4,4,2,3,3,2,0,9,10,9
"MS","F",16,"U","GT3","T",1,1,"at_home","other","course","father",9.41298152273521,2.77908325032331,0,"no","yes","no","no","no","yes","no","yes",5,4,3,2,1,2,0,13,14,15
"MS","M",17,"R","LE3","T",1,2,"at_home","services","reputation","mother",6.27665924746543,1.56286821188405,0,"no","yes","no","yes","yes","yes","yes","no",5,5,5,5,5,3,4,10,11,11
"MS","F",16,"R","GT3","T",1,1,"other","other","home","father",71.5336727863178,13.7221999431495,0,"no","yes","no","no","no","yes","yes","no",4,3,2,1,1,1,0,13,10,13
"MS","F",16,"R","GT3","T",1,1,"at_home","other","other","father",66.5490596182644,6.02140438975766,0,"yes","yes","no","no","yes","yes","no","no",4,4,3,1,1,5,2,10,9,10
"MS","F",15,"R","GT3","T",1,1,"at_home","other","home","father",20.1263588131405,4.36023800820112,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,2,1,11,10,11
"MS","F",16,"R","GT3","T",1,1,"at_home","other","other","mother",20.6954856589437,1.8227389708627,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,4,3,2,0,13,12,14
"MS","F",15,"R","GT3","T",1,1,"at_home","at_home","course","father",50.4872629791498,4.70882210717537,0,"no","yes","no","no","yes","yes","no","no",4,2,1,1,2,2,0,13,14,14
"MS","F",15,"R","LE3","T",2,2,"other","other","other","father",6.70785603765398,8.00581956165843,0,"yes","yes","no","no","yes","yes","no","no",4,4,3,2,2,5,2,14,11,12
"MS","M",16,"R","GT3","T",1,1,"at_home","other","other","father",25.7204124005511,1.43537461408414,0,"no","no","no","yes","yes","yes","no","no",3,4,4,3,4,5,6,11,11,11
"MS","F",18,"U","GT3","T",1,2,"other","other","course","father",9.63038510037586,3.78466643998399,1,"no","yes","no","yes","yes","yes","yes","yes",3,4,4,2,3,5,9,9,8,8
"MS","M",15,"U","GT3","T",3,1,"other","services","home","mother",21.1257799447048,1.34258960117586,0,"no","yes","no","no","yes","yes","no","no",3,2,3,1,3,4,0,10,9,11
"MS","F",16,"R","GT3","T",2,2,"other","services","course","father",46.5529124555178,3.1872034270782,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,2,1,14,13,14
"MS","M",15,"U","GT3","T",2,2,"health","other","reputation","mother",51.2502289388794,1.04645256814547,0,"no","no","no","no","yes","yes","no","no",4,3,3,1,2,4,1,13,12,13
"MS","M",16,"U","GT3","T",4,4,"other","teacher","course","father",13.7765163481236,4.28789508226328,0,"no","yes","no","yes","yes","yes","no","yes",4,3,1,1,1,3,0,13,12,13
"MS","F",15,"R","GT3","T",3,3,"services","other","reputation","mother",13.7782689365558,4.19850055524148,0,"no","yes","no","no","yes","yes","yes","yes",4,5,4,1,1,1,4,13,12,12
"MS","F",16,"R","GT3","T",2,2,"at_home","other","course","mother",22.128820301732,4.89368054550141,1,"no","yes","no","yes","no","yes","no","no",4,4,4,2,3,5,2,12,11,12
"MS","F",16,"R","LE3","T",2,2,"other","other","home","father",45.168935257243,1.68958625826053,0,"no","yes","no","yes","yes","yes","no","yes",4,3,2,1,1,4,0,14,14,16
"MS","M",16,"U","LE3","T",2,1,"at_home","services","course","mother",19.526892551221,1.08311972930096,0,"no","yes","no","yes","yes","yes","yes","no",2,4,3,2,3,4,4,10,8,10
"MS","M",15,"R","LE3","T",1,3,"at_home","other","reputation","father",57.4435193650424,1.94265165552497,0,"no","yes","no","yes","yes","yes","yes","no",4,2,4,3,5,3,2,10,11,11
"MS","F",15,"U","GT3","T",2,2,"other","services","course","mother",17.7297354745679,8.91844527097419,0,"no","yes","no","yes","yes","yes","no","no",5,3,2,1,1,4,0,12,13,14
"MS","F",16,"R","LE3","T",2,1,"other","other","home","mother",12.8720393078402,1.35473338025622,0,"no","yes","no","no","yes","yes","yes","yes",5,4,3,1,1,5,2,10,8,8
"MS","M",15,"U","GT3","T",3,3,"services","services","course","father",15.314825369278,1.36964422278106,0,"no","yes","no","yes","no","yes","yes","no",4,3,3,2,4,3,11,12,10,11
"MS","F",16,"R","GT3","T",1,1,"at_home","other","course","father",24.6778206713498,3.29099440854043,3,"yes","yes","no","no","yes","yes","no","no",3,4,3,1,1,1,0,7,7,8
"MS","F",17,"U","GT3","T",2,2,"other","at_home","course","mother",4.98021320719272,1.70657106791623,0,"no","yes","no","yes","yes","no","no","no",4,5,3,1,1,5,4,9,9,10
"MS","F",19,"U","GT3","T",2,3,"at_home","services","course","other",8.81384797440842,1.25300157559104,1,"no","no","no","no","yes","no","yes","yes",4,4,4,1,1,2,0,9,9,10
"MS","F",17,"R","GT3","T",2,1,"at_home","other","course","mother",59.1216380044352,1.48852627607994,0,"no","yes","no","yes","yes","no","no","yes",5,5,3,1,1,3,2,9,10,11
"MS","F",15,"R","LE3","T",1,1,"at_home","other","course","mother",15.5654814443551,1.81101426645182,0,"no","yes","no","no","yes","no","no","yes",5,2,1,1,3,4,0,9,10,9
"MS","F",16,"R","GT3","T",2,2,"other","other","course","father",50.5681487324182,2.27322696591727,0,"no","yes","no","no","yes","no","yes","no",3,4,5,1,2,1,1,9,10,11
"MS","F",16,"U","LE3","A",2,2,"other","other","home","mother",4.80759430164471,1.27010754588991,0,"no","yes","no","no","yes","no","no","no",4,3,4,1,2,1,6,7,7,8
"MS","F",17,"R","GT3","T",2,2,"at_home","other","course","mother",29.3802197417244,4.4379874446895,0,"no","yes","no","no","yes","yes","yes","no",4,3,5,1,2,4,0,11,10,11
"MS","F",16,"U","GT3","T",2,2,"other","services","course","father",12.3171084476635,1.65898899850436,1,"no","yes","yes","yes","no","yes","yes","no",4,4,3,1,4,3,1,9,10,10
"MS","F",18,"R","LE3","A",3,2,"other","other","course","other",22.5348901120014,7.7255523763597,2,"no","yes","no","no","no","no","no","yes",3,3,2,1,1,2,6,7,9,10
"MS","F",19,"U","GT3","T",1,1,"at_home","services","course","mother",9.39477745629847,9.20233315089718,1,"no","no","no","yes","yes","no","no","yes",5,3,1,1,1,3,6,7,9,9
"MS","M",18,"R","GT3","T",1,1,"other","other","home","mother",25.4618415352888,1.4802359896712,1,"no","no","no","yes","yes","no","yes","no",4,4,3,3,4,4,0,8,9,10
"MS","F",18,"R","GT3","T",1,1,"at_home","at_home","course","mother",19.9068464711308,1.66421533329412,1,"no","no","no","no","no","no","yes","yes",3,2,3,1,1,2,4,9,11,10
"MS","F",19,"U","GT3","T",1,1,"other","other","course","other",28.0483701301273,4.46549729513936,1,"no","yes","no","no","yes","yes","yes","yes",1,1,4,4,1,1,12,7,8,9
"MS","F",16,"R","GT3","A",2,2,"health","other","course","mother",11.1469255909324,2.64996078144759,0,"no","no","no","no","no","yes","no","yes",3,3,2,1,1,3,2,8,10,10
"MS","F",17,"U","GT3","T",0,1,"other","at_home","course","father",27.0583129883744,1.5426664412953,0,"no","no","no","yes","no","yes","no","no",2,4,4,3,5,5,5,9,9,10
"MS","F",16,"R","LE3","T",1,2,"at_home","other","course","mother",8.1452049203217,3.90093821077608,0,"no","no","no","yes","yes","no","yes","no",4,4,5,1,3,3,0,8,9,9
"MS","F",16,"U","GT3","T",3,3,"other","other","reputation","mother",6.63598578469828,1.8281515063718,0,"no","no","no","yes","yes","no","yes","yes",4,5,4,1,1,4,0,14,13,13
"MS","F",16,"R","LE3","T",1,1,"services","services","home","mother",1.58948861574754,1.79742039297707,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,4,2,2,4,2,14,14,14
"MS","M",17,"U","GT3","T",3,3,"services","at_home","course","mother",19.0460239711683,12.3573971865699,1,"no","yes","yes","yes","yes","yes","no","no",5,4,5,3,4,5,0,10,11,10
"MS","F",16,"U","GT3","T",2,1,"other","services","course","mother",9.73616143409163,4.53949707187712,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,1,0,14,13,14
"MS","F",16,"U","GT3","T",2,2,"services","other","course","mother",12.08911825018,1.63296093721874,0,"no","yes","yes","yes","yes","yes","no","yes",4,2,5,1,2,5,0,17,16,16
"MS","M",17,"U","GT3","T",1,2,"other","other","course","father",7.72568391263485,1.87641256512143,1,"no","yes","no","yes","yes","no","yes","yes",5,3,5,5,5,1,12,6,7,7
"MS","M",16,"U","LE3","T",4,3,"other","other","course","father",7.55887112021446,1.82027645898052,0,"no","no","no","yes","yes","yes","yes","no",4,2,5,1,5,5,8,14,12,13
"MS","M",17,"R","LE3","T",2,2,"services","services","other","mother",56.7034180322662,13.4931096748915,1,"no","yes","no","no","yes","yes","no","no",1,3,5,3,5,3,2,10,8,9
"MS","F",16,"U","GT3","T",1,1,"other","other","course","other",1.20849589491263,12.7524980343878,0,"yes","yes","no","yes","yes","yes","yes","no",2,2,1,1,1,5,0,14,14,14
"MS","F",19,"U","LE3","T",2,2,"other","other","home","mother",9.880976323504,9.30486576980911,0,"no","no","no","no","yes","yes","yes","yes",5,4,5,1,1,1,0,12,13,13
"MS","F",17,"R","GT3","T",1,1,"at_home","other","reputation","mother",22.8304952569306,1.7380063557066,0,"no","yes","no","yes","no","yes","yes","yes",4,4,5,1,2,5,0,11,11,11
"MS","F",20,"U","GT3","T",3,3,"at_home","services","other","mother",15.3742822352797,3.5872447239235,1,"no","no","no","yes","yes","yes","yes","yes",3,3,4,2,4,3,8,11,9,10
"MS","F",17,"U","LE3","T",1,1,"other","services","course","father",12.5935914027505,6.65760242845863,0,"no","yes","no","no","yes","yes","no","yes",4,3,3,1,1,3,0,11,11,10
"MS","M",17,"R","GT3","T",2,2,"other","other","course","mother",45.6108451529872,1.40395504934713,1,"no","yes","no","no","no","yes","yes","no",4,4,5,1,2,5,0,10,9,9
"MS","F",16,"R","LE3","T",1,1,"at_home","other","course","father",55.7325651543215,4.80938894418068,0,"no","yes","no","no","yes","yes","no","no",5,3,2,1,1,1,0,16,17,18
"MS","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",16.4041713019833,3.84255373803899,0,"no","yes","no","yes","yes","yes","no","no",5,3,2,1,1,1,0,15,17,17
"MS","F",17,"U","GT3","A",1,0,"other","other","other","mother",26.5899881429505,4.09890388161875,0,"no","no","no","no","yes","yes","yes","yes",4,4,5,1,1,4,1,11,9,10
"MS","F",18,"R","GT3","T",1,1,"at_home","other","other","mother",7.33249445213005,4.13648286485113,1,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,1,5,9,7,7,7
"MS","F",16,"U","GT3","T",3,1,"other","other","course","mother",5.16321296850219,1.17980903340504,0,"no","no","no","yes","yes","yes","yes","no",3,1,3,1,3,1,0,8,6,8
"MS","F",16,"U","GT3","T",3,2,"services","at_home","course","mother",12.8797477046028,1.51260045706294,0,"no","no","no","no","yes","yes","yes","no",3,1,3,1,4,3,2,7,6,7
"MS","F",18,"U","LE3","T",1,1,"other","at_home","reputation","mother",17.0989577821456,3.42185826250352,0,"yes","no","no","no","yes","yes","no","no",2,3,5,1,4,3,8,9,8,10
"MS","F",16,"R","GT3","T",4,4,"health","teacher","reputation","father",1.64772193366662,3.65032432740554,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,2,3,2,0,14,16,16
"MS","F",16,"R","LE3","T",1,2,"other","other","reputation","mother",29.3347684596665,1.64087108429521,0,"no","no","no","yes","yes","yes","yes","no",5,4,5,1,4,2,0,14,14,15
"MS","F",18,"U","GT3","A",2,4,"other","services","reputation","father",10.1556333876215,3.77678640955128,1,"no","yes","no","no","yes","yes","yes","no",2,3,2,1,3,1,8,8,5,8
"MS","M",16,"R","GT3","T",2,1,"other","services","reputation","mother",27.3135307710618,4.32897394313477,0,"no","no","no","yes","yes","yes","yes","no",5,2,1,1,1,2,0,8,7,0
"MS","F",16,"U","LE3","T",1,1,"at_home","other","other","mother",57.3647794383578,3.87532866140828,0,"no","yes","no","no","yes","yes","yes","no",4,3,2,1,3,5,6,6,8,8
"MS","F",16,"R","GT3","T",2,3,"at_home","services","other","mother",20.307326533366,3.66833520797081,0,"no","yes","no","yes","yes","yes","yes","no",3,3,3,1,1,2,0,8,10,10
"MS","F",16,"U","GT3","T",4,4,"health","health","course","mother",2.57243649801239,3.82762537430972,0,"no","yes","no","no","yes","yes","yes","yes",4,3,4,1,2,3,4,8,8,8
"MS","M",18,"U","LE3","T",4,4,"at_home","health","home","mother",3.51067000534385,10.5050178070087,0,"no","yes","no","yes","yes","no","yes","yes",5,5,5,5,5,5,2,5,6,6
"MS","F",16,"R","LE3","T",3,4,"at_home","other","other","mother",54.9867871077731,3.87096385308541,0,"no","yes","no","no","no","yes","no","no",4,2,1,1,1,2,2,7,9,8
"MS","M",17,"U","LE3","T",4,4,"other","services","home","mother",9.46821307763457,5.22756296442822,0,"no","yes","no","no","yes","yes","yes","no",4,4,3,1,2,5,0,15,14,16
"MS","F",17,"R","GT3","T",4,1,"other","other","other","mother",2.75168978841975,1.3882223716937,0,"no","no","no","no","yes","yes","yes","yes",4,2,3,1,2,5,1,13,14,14
"MS","M",16,"U","LE3","T",2,2,"services","services","other","mother",97.8613545047119,6.83021845528856,0,"no","no","no","no","yes","yes","no","no",5,1,3,2,2,3,0,10,9,10
"MS","F",17,"R","GT3","T",2,2,"at_home","other","other","mother",5.96792894229293,1.88428693171591,0,"no","yes","yes","no","yes","yes","yes","no",5,1,3,1,2,5,5,9,9,9
"MS","F",16,"U","LE3","T",4,4,"services","services","other","father",16.6890081181191,1.48475512955338,0,"no","yes","no","no","yes","yes","no","no",5,1,3,1,2,5,1,11,11,11
"MS","M",17,"U","GT3","T",3,3,"services","services","home","mother",14.656195291318,1.13924024626613,0,"no","yes","no","yes","yes","yes","yes","no",4,1,4,5,5,3,8,7,10,9
"MS","M",17,"U","GT3","T",1,1,"at_home","services","other","mother",59.9599865125492,3.74225041479804,0,"no","no","no","no","yes","yes","yes","yes",5,1,3,3,3,1,0,10,10,10
"MS","M",16,"U","GT3","T",2,1,"health","services","other","mother",29.6509514458012,4.47436809376813,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,4,5,2,9,7,8
"MS","F",16,"U","LE3","T",2,1,"other","services","other","mother",1.76431575370952,2.32959466264583,0,"no","no","no","no","yes","yes","yes","yes",3,2,2,1,1,3,0,14,15,16
"MS","M",16,"U","LE3","T",4,4,"teacher","health","other","father",13.4729068614542,1.83746743877418,0,"no","yes","no","no","yes","yes","yes","no",4,1,2,2,5,5,0,11,12,12
"MS","M",15,"R","GT3","T",1,2,"other","services","course","mother",46.4525048376527,2.48423110903241,0,"no","yes","no","yes","yes","yes","no","no",5,5,5,1,3,5,11,9,11,10
"MS","M",15,"U","LE3","A",2,2,"other","other","reputation","mother",58.3620807516854,13.2630123209674,0,"no","yes","no","yes","yes","yes","no","no",5,4,5,2,3,5,8,13,14,14
"MS","M",15,"U","LE3","A",2,1,"services","services","course","mother",8.38254185626283,1.64498231373727,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,2,5,11,12,13,12
"MS","F",16,"R","LE3","T",2,2,"other","other","course","mother",14.9069429603405,8.41368156136014,0,"no","yes","no","no","no","yes","no","yes",4,3,3,2,2,5,2,11,11,11
"MS","F",16,"U","LE3","T",4,1,"other","other","home","mother",27.7276127343066,2.85364173189737,0,"no","yes","no","yes","yes","yes","yes","no",1,2,4,2,2,1,8,9,10,10
"MS","F",17,"U","GT3","T",3,2,"at_home","other","home","mother",27.1629548538476,1.11600089934655,0,"no","no","no","no","yes","yes","no","yes",4,3,3,2,2,1,5,9,11,11
"MS","F",17,"R","GT3","T",2,2,"other","other","other","mother",28.0752824060619,3.02411961834878,0,"yes","no","yes","no","yes","yes","no","no",5,1,3,1,1,5,0,11,9,11
"MS","F",16,"U","GT3","T",4,4,"teacher","services","course","mother",25.4368602961767,8.06993847014382,0,"no","yes","no","no","yes","yes","yes","yes",5,3,5,1,4,5,1,10,11,12
"MS","M",17,"R","GT3","T",4,4,"health","other","course","father",53.9058058848605,1.98770963470452,3,"no","no","no","yes","yes","yes","yes","yes",3,3,3,1,3,5,2,9,9,8
"MS","M",17,"R","LE3","T",1,3,"other","other","course","father",20.6808714056388,1.75821822253056,0,"no","no","no","yes","yes","yes","no","yes",5,1,2,3,3,5,2,12,11,12
"MS","M",17,"U","GT3","T",3,4,"services","other","other","mother",3.01206156751141,2.74974178499542,1,"no","yes","no","yes","no","yes","yes","yes",5,4,4,3,4,5,8,8,9,8
"MS","F",17,"U","GT3","T",4,4,"health","health","course","father",6.77594124199823,3.93136924458668,0,"no","yes","no","no","yes","yes","yes","no",5,2,5,1,1,5,0,13,15,16
"MS","M",16,"R","LE3","T",4,1,"other","at_home","other","father",8.9371778764762,1.94241379061714,0,"no","no","no","no","yes","yes","yes","no",4,1,2,2,1,2,0,10,11,11
"MS","F",17,"U","GT3","A",1,1,"at_home","at_home","other","mother",11.9338463372551,2.15444817207754,0,"no","no","no","yes","yes","yes","yes","yes",4,5,5,1,2,3,2,11,10,11
"MS","F",17,"R","GT3","T",4,2,"other","other","course","mother",21.8018837703858,2.57770575513132,0,"yes","yes","no","no","no","yes","yes","no",4,3,3,2,3,5,0,17,18,18
"MS","M",16,"U","LE3","A",2,2,"other","services","course","father",28.3256709726993,3.95291191199794,0,"no","yes","no","no","no","yes","yes","yes",4,1,2,2,2,5,0,12,13,13
"MS","M",17,"U","GT3","T",3,2,"other","other","other","father",18.2907382689882,2.97794680320658,0,"no","yes","yes","no","yes","yes","yes","no",4,1,2,2,2,1,0,13,14,13
"MS","M",19,"U","GT3","T",1,1,"other","other","other","mother",14.3079696064815,3.75434899493121,2,"no","yes","no","yes","yes","no","yes","no",4,4,3,3,4,4,2,9,9,10
"MS","M",17,"U","LE3","A",1,0,"other","other","home","mother",9.68186360644177,1.27153439773247,0,"no","no","no","no","yes","yes","no","yes",4,1,2,1,1,5,4,11,11,12
"MS","F",17,"R","GT3","T",1,1,"at_home","at_home","course","father",27.1072570269462,1.3610757640563,0,"no","yes","no","yes","yes","no","yes","yes",3,5,5,2,2,4,3,10,11,10
"MS","F",16,"R","GT3","T",1,2,"other","other","home","father",2.2001966079697,6.35194208240137,0,"yes","yes","no","no","no","yes","yes","yes",4,3,4,1,1,3,5,13,14,13
"MS","M",16,"R","LE3","T",1,2,"other","at_home","course","mother",4.56534469733015,1.76282743085176,0,"no","no","no","no","yes","yes","no","no",4,4,4,2,4,5,4,9,10,11
"MS","F",17,"R","GT3","T",3,1,"other","other","course","mother",22.1526770596392,2.31899424712174,3,"no","yes","no","yes","no","yes","yes","yes",5,4,4,1,1,5,2,7,9,10
"MS","M",17,"R","GT3","T",2,2,"other","other","course","mother",22.5460562040098,1.21893961564638,0,"no","no","no","yes","yes","no","no","yes",5,5,5,3,5,5,0,8,13,10
"MS","M",18,"R","GT3","T",1,0,"at_home","at_home","course","other",45.5412382353097,1.22620900697075,1,"yes","yes","no","no","yes","yes","no","no",4,3,2,1,1,4,0,12,12,13
"MS","M",17,"R","GT3","T",1,1,"other","services","course","mother",23.9178024034481,1.85447486932389,0,"no","yes","no","yes","no","yes","yes","yes",4,5,5,1,3,2,0,10,9,10
"MS","M",18,"U","LE3","T",1,1,"at_home","at_home","course","mother",22.7937941683922,3.43940044241026,0,"no","yes","no","yes","yes","yes","no","no",4,3,3,1,4,5,6,10,9,10
"MS","F",16,"R","LE3","T",2,2,"other","services","course","father",5.82750246860087,4.78445946681313,0,"no","no","no","yes","yes","yes","no","yes",5,4,3,1,1,1,0,11,13,12
"MS","M",17,"U","GT3","T",2,2,"other","other","course","mother",14.6045087948442,1.43335670814849,1,"no","no","no","yes","yes","yes","no","yes",1,2,1,2,3,5,0,7,0,0
"MS","M",16,"R","GT3","T",3,2,"services","other","course","father",23.0989163357299,1.92198486998677,0,"no","no","no","no","yes","yes","yes","no",4,5,5,2,3,5,2,11,9,10
"MS","M",16,"R","LE3","T",1,1,"at_home","other","course","mother",29.8330708884168,1.06932451250032,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,2,4,5,0,10,10,9
"MS","M",18,"R","GT3","T",1,1,"services","other","course","other",16.4087392960209,1.78634527185932,1,"no","yes","no","no","yes","no","yes","yes",5,3,3,2,3,5,2,9,7,9
"MS","M",18,"R","GT3","T",3,2,"services","other","course","mother",14.3932732078247,1.49685189151205,1,"no","no","no","no","yes","no","yes","no",2,3,1,2,2,5,0,4,0,0
"MS","M",19,"U","GT3","T",3,2,"at_home","services","course","mother",26.5146941703279,1.50518370280042,3,"no","no","no","yes","yes","yes","no","no",3,2,1,1,1,3,4,6,11,9
"MS","M",18,"U","GT3","T",3,3,"at_home","at_home","course","mother",3.20281578088179,4.26893006591126,2,"no","yes","no","yes","yes","no","yes","no",4,4,5,1,3,3,9,4,8,8
"MS","M",16,"R","GT3","T",2,2,"services","services","course","mother",27.3644472460728,1.76466622436419,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,3,2,4,4,6,7,8,8
"MS","M",19,"U","GT3","T",2,1,"at_home","other","course","other",29.9117562489118,1.90225354046561,3,"no","no","no","yes","no","no","yes","yes",4,4,3,1,3,5,4,8,9,9
"MS","F",16,"U","GT3","A",3,2,"services","at_home","course","mother",29.2074258753564,2.64094338333234,2,"no","yes","no","yes","yes","yes","no","yes",2,5,5,1,1,1,8,5,5,7
"MS","F",17,"U","GT3","T",1,1,"other","at_home","course","mother",7.84578823903576,1.41984099964611,0,"no","yes","no","yes","yes","yes","no","no",4,3,2,1,2,5,9,7,9,10
"MS","M",20,"R","GT3","T",1,1,"other","other","course","other",29.3522850133013,1.65154013992287,1,"no","yes","no","no","yes","no","yes","yes",4,4,3,2,4,4,12,8,11,10
"MS","F",18,"R","GT3","A",4,3,"services","services","course","mother",7.82986414292827,1.00281518604606,0,"no","yes","no","no","yes","yes","yes","no",5,4,4,3,4,2,8,10,11,10
"MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",29.0883561212104,1.28888312052004,0,"no","yes","no","no","no","yes","yes","no",2,5,5,5,5,5,8,9,10,11
"MS","M",19,"R","GT3","T",1,1,"other","services","home","other",49.819839654956,4.24557659449056,1,"no","no","no","no","yes","yes","yes","no",5,4,4,3,3,2,8,10,9,11
"MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",20.7882561930455,3.65177396289073,1,"no","yes","no","no","yes","yes","yes","no",4,5,4,2,3,3,4,8,9,10
"MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",4.18385201785713,1.26703423005529,0,"no","no","no","no","yes","no","yes","yes",4,3,3,2,3,3,0,9,10,9
"MS","M",19,"R","GT3","T",1,1,"other","other","home","other",46.2583070097025,1.7294574896805,1,"no","yes","no","no","yes","yes","yes","no",4,4,4,3,3,5,4,8,9,10
"MS","F",18,"U","GT3","A",1,2,"at_home","other","course","mother",24.7433684568387,4.94339471822605,2,"no","yes","no","no","yes","yes","no","no",4,3,3,1,1,5,2,6,8,8
"MS","F",19,"U","LE3","A",1,1,"at_home","other","course","mother",11.4795301035047,1.77369045792148,0,"no","yes","no","no","yes","no","no","no",1,4,4,1,1,5,0,6,8,7
"MS","F",18,"R","GT3","T",2,2,"other","other","other","mother",22.0892809785437,1.19172029499896,1,"no","no","no","no","yes","no","yes","yes",5,5,5,1,1,3,0,8,6,0
"MS","F",17,"R","GT3","T",0,0,"at_home","other","course","mother",17.5496954179835,1.87927421112545,0,"no","yes","no","no","yes","yes","yes","no",4,4,3,1,1,5,0,10,11,11
"MS","F",17,"R","LE3","A",3,1,"other","at_home","course","other",24.7092872927897,9.41608965629712,0,"no","yes","yes","no","yes","no","no","no",4,2,3,2,2,3,5,8,7,8
"MS","F",17,"U","GT3","T",4,2,"teacher","services","home","mother",8.8406940898858,3.4961665449664,0,"yes","yes","no","yes","yes","yes","yes","no",5,5,5,1,3,5,0,8,8,0
"MS","F",18,"R","LE3","T",2,2,"services","services","course","mother",7.38602737197652,4.06735049490817,1,"no","yes","no","yes","yes","yes","yes","no",2,3,3,1,2,4,3,7,6,8
"MS","F",17,"U","GT3","T",4,1,"health","at_home","course","mother",13.3174157775939,1.12367380247451,0,"no","yes","no","no","yes","yes","no","yes",3,2,2,1,1,5,0,8,10,9
"MS","F",17,"U","LE3","T",1,2,"at_home","other","course","father",5.67880530236289,1.9928373710718,0,"no","no","no","no","yes","yes","yes","no",5,5,1,1,1,3,0,7,10,10
"MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",45.9672840172425,4.88283271715045,2,"no","no","no","yes","yes","yes","no","yes",3,4,4,2,2,5,3,7,8,7
"MS","F",18,"U","GT3","T",2,2,"services","at_home","reputation","father",29.7597137221601,3.19372954475693,0,"no","no","no","yes","no","yes","yes","no",4,3,5,1,1,1,2,12,13,14
"MS","F",17,"U","GT3","T",3,3,"services","services","course","mother",18.8516941561829,1.70632534939796,0,"no","yes","no","no","yes","yes","yes","no",4,4,3,1,1,4,0,11,12,13
"MS","F",18,"U","LE3","A",1,2,"at_home","other","reputation","mother",15.0950662780087,3.09668287239037,0,"no","no","no","no","yes","yes","yes","no",4,4,3,1,2,4,0,12,13,14
"MS","F",18,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",29.576877951622,3.01443190337159,0,"no","no","no","yes","no","yes","yes","no",4,3,5,1,2,1,0,18,18,18
"MS","M",18,"U","LE3","T",4,4,"services","other","reputation","mother",1.3669153903611,1.92822037916631,0,"no","yes","no","yes","yes","yes","yes","no",5,4,5,1,1,5,3,17,17,17
"MS","F",17,"U","GT3","T",4,2,"other","other","course","mother",18.2348627143074,4.64978440757841,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,4,0,17,18,18
"MS","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",55.0024119042791,3.48984368424863,1,"no","no","no","yes","yes","yes","no","yes",4,3,3,1,1,4,0,9,0,0
"MS","M",18,"U","LE3","T",1,2,"at_home","services","home","mother",26.1150599294342,1.39106110436842,0,"no","yes","no","no","no","yes","no","no",4,1,4,5,5,1,8,10,11,11
"MS","M",18,"R","GT3","T",4,4,"at_home","services","other","mother",58.5415001073852,1.09387326450087,0,"no","yes","yes","yes","yes","yes","yes","yes",2,5,5,1,1,1,5,12,13,14
"MS","M",17,"R","GT3","T",1,1,"other","services","other","father",52.3071856156457,1.61723187053576,0,"no","no","no","no","no","no","no","no",4,2,3,3,4,4,4,12,13,14
"MS","F",18,"U","GT3","T",2,2,"other","other","course","mother",17.1635575499386,3.78259206144139,0,"no","yes","no","no","no","yes","yes","yes",1,3,1,1,1,2,4,8,8,10
"MS","F",18,"U","LE3","T",2,2,"services","services","course","father",20.3415410604794,6.30716059589759,0,"no","no","no","no","yes","yes","yes","yes",5,4,5,1,4,3,0,11,12,13
"MS","F",18,"R","LE3","A",4,2,"teacher","other","reputation","mother",3.92626913171262,3.38108092453331,0,"no","no","no","yes","yes","yes","yes","yes",5,3,1,1,1,5,0,5,0,0
"MS","F",18,"U","GT3","T",1,1,"at_home","services","course","mother",49.030479141511,2.49224557192065,1,"no","no","no","no","yes","no","no","no",4,4,2,1,2,2,2,9,10,10
"MS","F",19,"U","GT3","T",1,1,"at_home","services","other","father",25.8139346865937,1.65433095744811,1,"no","no","no","no","yes","no","no","no",5,5,5,2,3,2,0,5,0,0
"MS","F",17,"U","GT3","T",4,2,"teacher","other","course","father",27.3469919187482,11.9409728271421,0,"no","no","no","no","yes","yes","yes","yes",4,2,3,3,1,5,0,18,18,18
